Initialize 14.7 14.7 0
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
PublishPredictedScan robot_loc: 0.000000, 0.000000, 0.000000 
